"accepted_pattern_ref","job_external_ref","employee_sample_refs","pattern_title","job_family","modeled_experience_years","modeled_languages","modeled_education","modeled_certifications","modeled_core_skills","modeled_preferred_skills","modeled_portfolio_assets","modeled_project_keywords","derivation_reason","source_confidence","review_status"
"ACP-JOBUSNOVAFE001-11","JOB-US-NOVA-FE-001","EMP-JOBUSNOVAFE001-01|EMP-JOBUSNOVAFE001-02","Nova Commerce Frontend accepted candidate model 11","Frontend","7","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","CSS|REST API|Design System|Testing|Accessibility","Performance|Figma|Playwright|i18n","GitHub|Portfolio","checkout web experience|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSNOVAFE001-12","JOB-US-NOVA-FE-001","EMP-JOBUSNOVAFE001-02|EMP-JOBUSNOVAFE001-03","Nova Commerce Frontend accepted candidate model 12","Frontend","3","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","REST API|Design System|Testing|Accessibility|TypeScript","Figma|Playwright|i18n|State Management","GitHub","checkout web experience|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBUSNOVAFE001-13","JOB-US-NOVA-FE-001","EMP-JOBUSNOVAFE001-03|EMP-JOBUSNOVAFE001-04","Nova Commerce Frontend accepted candidate model 13","Frontend","4","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Design System|Testing|Accessibility|TypeScript|React","Playwright|i18n|State Management|GraphQL","GitHub|Portfolio","checkout web experience|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSNOVAFE001-14","JOB-US-NOVA-FE-001","EMP-JOBUSNOVAFE001-04|EMP-JOBUSNOVAFE001-05","Nova Commerce Frontend accepted candidate model 14","Frontend","5","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Testing|Accessibility|TypeScript|React|Next.js","i18n|State Management|GraphQL|Storybook","GitHub|Portfolio","checkout web experience|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSNOVAFE001-15","JOB-US-NOVA-FE-001","EMP-JOBUSNOVAFE001-05|EMP-JOBUSNOVAFE001-01","Nova Commerce Frontend accepted candidate model 15","Frontend","6","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Accessibility|TypeScript|React|Next.js|CSS","State Management|GraphQL|Storybook|Tailwind","GitHub|Portfolio","checkout web experience|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBUSNOVAFE001-16","JOB-US-NOVA-FE-001","EMP-JOBUSNOVAFE001-01|EMP-JOBUSNOVAFE001-02","Nova Commerce Frontend accepted candidate model 16","Frontend","7","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","TypeScript|React|Next.js|CSS|REST API","GraphQL|Storybook|Tailwind|Performance","GitHub","checkout web experience|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSNOVAFE001-17","JOB-US-NOVA-FE-001","EMP-JOBUSNOVAFE001-02|EMP-JOBUSNOVAFE001-03","Nova Commerce Frontend accepted candidate model 17","Frontend","3","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","React|Next.js|CSS|REST API|Design System","Storybook|Tailwind|Performance|Figma","GitHub|Portfolio","checkout web experience|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSNOVAFE001-18","JOB-US-NOVA-FE-001","EMP-JOBUSNOVAFE001-03|EMP-JOBUSNOVAFE001-04","Nova Commerce Frontend accepted candidate model 18","Frontend","4","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Next.js|CSS|REST API|Design System|Testing","Tailwind|Performance|Figma|Playwright","GitHub|Portfolio","checkout web experience|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBUSNOVAFE001-19","JOB-US-NOVA-FE-001","EMP-JOBUSNOVAFE001-04|EMP-JOBUSNOVAFE001-05","Nova Commerce Frontend accepted candidate model 19","Frontend","5","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","CSS|REST API|Design System|Testing|Accessibility","Performance|Figma|Playwright|i18n","GitHub|Portfolio","checkout web experience|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSNOVAFE001-20","JOB-US-NOVA-FE-001","EMP-JOBUSNOVAFE001-05|EMP-JOBUSNOVAFE001-01","Nova Commerce Frontend accepted candidate model 20","Frontend","6","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","REST API|Design System|Testing|Accessibility|TypeScript","Figma|Playwright|i18n|State Management","GitHub","checkout web experience|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSSKYLINEFE001-01","JOB-US-SKYLINE-FE-001","EMP-JOBUSSKYLINEFE001-01|EMP-JOBUSSKYLINEFE001-02","Skyline Travel Frontend accepted candidate model 1","Frontend","2","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Next.js|CSS|REST API|Design System|Testing","Tailwind|Performance|Figma|Playwright","GitHub|Portfolio","travel booking interface|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSSKYLINEFE001-02","JOB-US-SKYLINE-FE-001","EMP-JOBUSSKYLINEFE001-02|EMP-JOBUSSKYLINEFE001-03","Skyline Travel Frontend accepted candidate model 2","Frontend","3","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","CSS|REST API|Design System|Testing|Accessibility","Performance|Figma|Playwright|i18n","GitHub|Portfolio","travel booking interface|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSSKYLINEFE001-03","JOB-US-SKYLINE-FE-001","EMP-JOBUSSKYLINEFE001-03|EMP-JOBUSSKYLINEFE001-04","Skyline Travel Frontend accepted candidate model 3","Frontend","4","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","REST API|Design System|Testing|Accessibility|TypeScript","Figma|Playwright|i18n|State Management","GitHub|Portfolio","travel booking interface|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBUSSKYLINEFE001-04","JOB-US-SKYLINE-FE-001","EMP-JOBUSSKYLINEFE001-04|EMP-JOBUSSKYLINEFE001-05","Skyline Travel Frontend accepted candidate model 4","Frontend","5","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Design System|Testing|Accessibility|TypeScript|React","Playwright|i18n|State Management|GraphQL","GitHub","travel booking interface|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSSKYLINEFE001-05","JOB-US-SKYLINE-FE-001","EMP-JOBUSSKYLINEFE001-05|EMP-JOBUSSKYLINEFE001-01","Skyline Travel Frontend accepted candidate model 5","Frontend","6","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Testing|Accessibility|TypeScript|React|Next.js","i18n|State Management|GraphQL|Storybook","GitHub|Portfolio","travel booking interface|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSSKYLINEFE001-06","JOB-US-SKYLINE-FE-001","EMP-JOBUSSKYLINEFE001-01|EMP-JOBUSSKYLINEFE001-02","Skyline Travel Frontend accepted candidate model 6","Frontend","2","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Accessibility|TypeScript|React|Next.js|CSS","State Management|GraphQL|Storybook|Tailwind","GitHub|Portfolio","travel booking interface|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBUSSKYLINEFE001-07","JOB-US-SKYLINE-FE-001","EMP-JOBUSSKYLINEFE001-02|EMP-JOBUSSKYLINEFE001-03","Skyline Travel Frontend accepted candidate model 7","Frontend","3","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","TypeScript|React|Next.js|CSS|REST API","GraphQL|Storybook|Tailwind|Performance","GitHub|Portfolio","travel booking interface|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSSKYLINEFE001-08","JOB-US-SKYLINE-FE-001","EMP-JOBUSSKYLINEFE001-03|EMP-JOBUSSKYLINEFE001-04","Skyline Travel Frontend accepted candidate model 8","Frontend","4","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","React|Next.js|CSS|REST API|Design System","Storybook|Tailwind|Performance|Figma","GitHub","travel booking interface|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSSKYLINEFE001-09","JOB-US-SKYLINE-FE-001","EMP-JOBUSSKYLINEFE001-04|EMP-JOBUSSKYLINEFE001-05","Skyline Travel Frontend accepted candidate model 9","Frontend","5","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Next.js|CSS|REST API|Design System|Testing","Tailwind|Performance|Figma|Playwright","GitHub|Portfolio","travel booking interface|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBUSSKYLINEFE001-10","JOB-US-SKYLINE-FE-001","EMP-JOBUSSKYLINEFE001-05|EMP-JOBUSSKYLINEFE001-01","Skyline Travel Frontend accepted candidate model 10","Frontend","6","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","CSS|REST API|Design System|Testing|Accessibility","Performance|Figma|Playwright|i18n","GitHub|Portfolio","travel booking interface|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSSKYLINEFE001-11","JOB-US-SKYLINE-FE-001","EMP-JOBUSSKYLINEFE001-01|EMP-JOBUSSKYLINEFE001-02","Skyline Travel Frontend accepted candidate model 11","Frontend","2","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","REST API|Design System|Testing|Accessibility|TypeScript","Figma|Playwright|i18n|State Management","GitHub|Portfolio","travel booking interface|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSSKYLINEFE001-12","JOB-US-SKYLINE-FE-001","EMP-JOBUSSKYLINEFE001-02|EMP-JOBUSSKYLINEFE001-03","Skyline Travel Frontend accepted candidate model 12","Frontend","3","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Design System|Testing|Accessibility|TypeScript|React","Playwright|i18n|State Management|GraphQL","GitHub","travel booking interface|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBUSSKYLINEFE001-13","JOB-US-SKYLINE-FE-001","EMP-JOBUSSKYLINEFE001-03|EMP-JOBUSSKYLINEFE001-04","Skyline Travel Frontend accepted candidate model 13","Frontend","4","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Testing|Accessibility|TypeScript|React|Next.js","i18n|State Management|GraphQL|Storybook","GitHub|Portfolio","travel booking interface|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSSKYLINEFE001-14","JOB-US-SKYLINE-FE-001","EMP-JOBUSSKYLINEFE001-04|EMP-JOBUSSKYLINEFE001-05","Skyline Travel Frontend accepted candidate model 14","Frontend","5","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Accessibility|TypeScript|React|Next.js|CSS","State Management|GraphQL|Storybook|Tailwind","GitHub|Portfolio","travel booking interface|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSSKYLINEFE001-15","JOB-US-SKYLINE-FE-001","EMP-JOBUSSKYLINEFE001-05|EMP-JOBUSSKYLINEFE001-01","Skyline Travel Frontend accepted candidate model 15","Frontend","6","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","TypeScript|React|Next.js|CSS|REST API","GraphQL|Storybook|Tailwind|Performance","GitHub|Portfolio","travel booking interface|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBUSSKYLINEFE001-16","JOB-US-SKYLINE-FE-001","EMP-JOBUSSKYLINEFE001-01|EMP-JOBUSSKYLINEFE001-02","Skyline Travel Frontend accepted candidate model 16","Frontend","2","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","React|Next.js|CSS|REST API|Design System","Storybook|Tailwind|Performance|Figma","GitHub","travel booking interface|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSSKYLINEFE001-17","JOB-US-SKYLINE-FE-001","EMP-JOBUSSKYLINEFE001-02|EMP-JOBUSSKYLINEFE001-03","Skyline Travel Frontend accepted candidate model 17","Frontend","3","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Next.js|CSS|REST API|Design System|Testing","Tailwind|Performance|Figma|Playwright","GitHub|Portfolio","travel booking interface|design system|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSSKYLINEFE001-18","JOB-US-SKYLINE-FE-001","EMP-JOBUSSKYLINEFE001-03|EMP-JOBUSSKYLINEFE001-04","Skyline Travel Frontend accepted candidate model 18","Frontend","4","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","CSS|REST API|Design System|Testing|Accessibility","Performance|Figma|Playwright|i18n","GitHub|Portfolio","travel booking interface|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","MEDIUM","APPROVED"
"ACP-JOBUSSKYLINEFE001-19","JOB-US-SKYLINE-FE-001","EMP-JOBUSSKYLINEFE001-04|EMP-JOBUSSKYLINEFE001-05","Skyline Travel Frontend accepted candidate model 19","Frontend","5","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","REST API|Design System|Testing|Accessibility|TypeScript","Figma|Playwright|i18n|State Management","GitHub|Portfolio","travel booking interface|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSSKYLINEFE001-20","JOB-US-SKYLINE-FE-001","EMP-JOBUSSKYLINEFE001-05|EMP-JOBUSSKYLINEFE001-01","Skyline Travel Frontend accepted candidate model 20","Frontend","6","English:BUSINESS","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","Design System|Testing|Accessibility|TypeScript|React","Playwright|i18n|State Management|GraphQL","GitHub","travel booking interface|customer workflow|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSORBITFE001-01","JOB-US-ORBIT-FE-001","EMP-JOBUSORBITFE001-01|EMP-JOBUSORBITFE001-02","Orbit Media Frontend accepted candidate model 1","Frontend","5","English:FLUENT","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","CSS|REST API|Design System|Testing|Accessibility","Performance|Figma|Playwright|i18n","GitHub|Portfolio","creator workflow UI|internationalized web app|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
"ACP-JOBUSORBITFE001-02","JOB-US-ORBIT-FE-001","EMP-JOBUSORBITFE001-02|EMP-JOBUSORBITFE001-03","Orbit Media Frontend accepted candidate model 2","Frontend","6","English:FLUENT","Bachelor or equivalent","AWS Cloud Practitioner|Cloud Fundamentals","REST API|Design System|Testing|Accessibility|TypeScript","Figma|Playwright|i18n|State Management","GitHub|Portfolio","creator workflow UI|dashboard UI|production quality","Generated from dummy job requirements and anonymized employee sample mix for CareerLens prototype.","HIGH","APPROVED"
